,hpi,perm,wage,supply,mr
1990-03-31,62.35,1076.92069003401,8438663532.36587,7.466666666666666,10.131538461538462
1990-06-30,62.81,964.8344025339089,8565374070.5481,8.133333333333333,10.323846153846155
1990-09-30,63.09666666666666,992.6164777384087,8572592307.12005,8.133333333333333,10.103076923076923
1990-12-31,62.873333333333335,822.31372741728,8616305840.8935,8.466666666666667,9.95923076923077
1991-03-31,62.66333333333333,910.0140633792747,8711370797.0176,8.200000000000001,9.500769230769231
1991-06-30,63.3,1033.6813227652267,8867267911.116379,7.1000000000000005,9.522307692307693
1991-09-30,63.81999999999999,977.9145881831064,8927785694.2925,7.1000000000000005,9.273076923076923
1991-12-31,63.803333333333335,1012.7259318205137,8923510160.092909,6.366666666666667,8.69
1992-03-31,64.36333333333333,1448.8256683861466,9305541766.48814,5.3999999999999995,8.688461538461539
1992-06-30,64.81666666666666,1159.2368791606002,9370202972.2139,5.8999999999999995,8.677692307692308
1992-09-30,65.21333333333332,1279.5187322521233,9526173240.06308,5.166666666666667,8.017692307692307
1992-12-31,66.03333333333333,1331.1441811823568,10120250047.0867,5.166666666666667,8.192142857142857
1993-03-31,66.74,1310.74616945999,9499356179.42932,5.366666666666667,7.723333333333334
1993-06-30,67.72333333333334,1315.1242264112932,9937721694.479609,5.066666666666666,7.453076923076923
1993-09-30,68.68666666666667,1359.9749455315334,10078262305.1618,5.233333333333333,7.087692307692308
1993-12-31,69.50666666666666,1508.68375779924,10504565731.6182,4.766666666666667,7.046428571428572
1994-03-31,70.51333333333334,1304.92874394349,10136869446.7133,5.233333333333333,7.295833333333333
1994-06-30,71.29333333333334,1261.0922611139501,10497667509.1669,5.566666666666666,8.427692307692308
1994-09-30,71.87666666666667,1193.9062283084102,10985004744.7768,6.133333333333333,8.594285714285714
1994-12-31,72.56333333333333,1200.7214136909868,10841035295.3132,6.166666666666667,9.105384615384615
1995-03-31,73.16666666666667,931.2160471612942,11208329660.8969,6.966666666666666,8.785384615384617
