,hpi,perm,wage,supply,mr
1990-03-31,94.65,,417965109.678175,7.466666666666666,10.131538461538462
1990-06-30,95.04666666666668,,405589835.713304,8.133333333333333,10.323846153846155
1990-09-30,95.07666666666668,,408273104.97802,8.133333333333333,10.103076923076923
1990-12-31,94.31,,410958689.121775,8.466666666666667,9.95923076923077
1991-03-31,93.94666666666669,,416080565.487259,8.200000000000001,9.500769230769231
1991-06-30,93.44666666666669,,409504960.224661,7.1000000000000005,9.522307692307693
1991-09-30,94.06,,411079280.8511241,7.1000000000000005,9.273076923076923
1991-12-31,93.06333333333332,,414387855.664406,6.366666666666667,8.69
1992-03-31,90.55666666666669,,422783273.806894,5.3999999999999995,8.688461538461539
1992-06-30,90.28333333333336,,442670749.914024,5.8999999999999995,8.677692307692308
1992-09-30,90.33666666666666,,435978598.903223,5.166666666666667,8.017692307692307
1992-12-31,92.05666666666666,,488444195.236325,5.166666666666667,8.192142857142857
1993-03-31,93.67333333333332,175.48372566994135,442894119.257221,5.366666666666667,7.723333333333334
1993-06-30,93.79333333333334,185.68738640278033,476086784.231091,5.066666666666666,7.453076923076923
1993-09-30,89.73333333333333,213.37160093412967,481472167.576491,5.233333333333333,7.087692307692308
1993-12-31,89.96333333333332,170.11570554476597,474463132.704452,4.766666666666667,7.046428571428572
1994-03-31,91.12,169.46350462706098,467379274.212065,5.233333333333333,7.295833333333333
1994-06-30,91.19666666666666,187.62630408529333,473620394.456397,5.566666666666666,8.427692307692308
1994-09-30,92.92333333333332,205.67110202838998,488297472.829667,6.133333333333333,8.594285714285714
1994-12-31,91.4,208.6059338931217,485460894.134894,6.166666666666667,9.105384615384615
1995-03-31,91.18333333333334,204.75147725907468,499495719.874253,6.966666666666666,8.785384615384617
1995-06-30,92.47666666666667,169.2514708664887,498851258.5629701,6.266666666666667,7.917692307692307
1995-09-30,92.10666666666668,156.14060856501567,507677949.06505096,6.0,7.696153846153846
1995-12-31,92.32,179.62062522533634,527248593.938275,6.5,7.339230769230769
1996-03-31,91.87666666666668,186.90744957872198,536754498.509784,5.966666666666666,7.272307692307692
1996-06-30,91.78333333333336,223.85448713035134,541301032.1706129,5.966666666666666,8.102307692307692
1996-09-30,93.02666666666669,209.65697416417368,534144769.28254,5.3,8.146923076923077
1996-12-31,92.70666666666666,205.536087941496,541539041.170677,5.266666666666667,7.703076923076923
1997-03-31,93.5,185.31419779169403,561302215.949652,4.433333333333334,7.7930769230769235
1997-06-30,93.56333333333332,198.07446292865566,571778442.776119,4.566666666666666,7.926923076923076
1997-09-30,93.16333333333334,185.675838731033,573502643.013372,4.3,7.47
1997-12-31,94.48,195.02877054328602,604935102.7966441,4.2,7.205384615384616
1998-03-31,94.13333333333333,209.723936449867,584446845.84611,4.0,7.050000000000001
1998-06-30,94.40666666666668,212.15114956633502,608215322.9474809,3.9,7.0976923076923075
1998-09-30,96.21666666666664,192.41739600708433,610667212.69615,4.066666666666666,6.872307692307692
1998-12-31,96.55,198.07604610468834,646913633.897821,3.766666666666667,6.764285714285714
1999-03-31,97.21333333333332,240.891543918734,607637357.279965,4.0,6.8775
1999-06-30,97.37666666666668,204.77557888031166,634420051.169389,3.9333333333333336,7.181538461538461
1999-09-30,98.31333333333332,249.60239748830534,654505803.398061,4.166666666666667,7.786153846153846
1999-12-31,99.0,209.37747426118267,658691802.5166731,4.266666666666667,7.840714285714285
2000-03-31,100.29333333333334,208.19060958864836,701177144.210486,4.3,8.256923076923076
2000-06-30,102.06333333333332,260.985438935284,687060611.0498309,4.533333333333334,8.316153846153846
2000-09-30,102.85333333333334,209.99622761948567,706515611.792501,4.166666666666667,8.02
