,hpi,perm,wage,supply,mr
1990-03-31,75.23,121.861982797565,1064959100.61299,7.466666666666666,10.131538461538462
1990-06-30,76.39666666666666,104.87585344973446,1054633843.91481,8.133333333333333,10.323846153846155
1990-09-30,76.04,118.75188183579068,1057186479.64523,8.133333333333333,10.103076923076923
1990-12-31,75.63666666666667,112.93140512527877,1051504419.71807,8.466666666666667,9.95923076923077
1991-03-31,77.10333333333334,113.67352056269401,1062269703.75058,8.200000000000001,9.500769230769231
1991-06-30,77.48666666666666,119.17031604357767,1068258269.27492,7.1000000000000005,9.522307692307693
1991-09-30,77.86333333333333,126.96072576644633,1074361277.21633,7.1000000000000005,9.273076923076923
1991-12-31,78.78,122.75892358465866,1085770616.4951,6.366666666666667,8.69
1992-03-31,79.06666666666666,155.79560071655766,1117580993.33086,5.3999999999999995,8.688461538461539
1992-06-30,78.88666666666667,137.98178427434632,1127379127.73749,5.8999999999999995,8.677692307692308
1992-09-30,79.92999999999999,129.33106408523,1151623704.5638402,5.166666666666667,8.017692307692307
1992-12-31,80.34333333333332,144.22879129880533,1301950675.4313,5.166666666666667,8.192142857142857
1993-03-31,80.78,154.43961596826298,1114796280.9735,5.366666666666667,7.723333333333334
1993-06-30,80.89666666666666,156.26201540566433,1187535101.20898,5.066666666666666,7.453076923076923
1993-09-30,81.43333333333334,180.44776827083967,1200989861.31089,5.233333333333333,7.087692307692308
1993-12-31,82.21666666666667,195.92343571272,1247182455.27369,4.766666666666667,7.046428571428572
1994-03-31,82.04333333333334,179.17345717484798,1208728948.49413,5.233333333333333,7.295833333333333
1994-06-30,82.74666666666667,204.8971029095343,1240959036.55826,5.566666666666666,8.427692307692308
1994-09-30,83.18333333333334,187.93633800907568,1292107582.42618,6.133333333333333,8.594285714285714
1994-12-31,83.43333333333334,197.32038534965702,1287331014.7755,6.166666666666667,9.105384615384615
1995-03-31,84.28333333333335,188.22827060229767,1333726175.41537,6.966666666666666,8.785384615384617
1995-06-30,85.37666666666667,173.71137756185263,1331984739.85818,6.266666666666667,7.917692307692307
1995-09-30,86.12666666666667,213.55071955739564,1326458028.89702,6.0,7.696153846153846
1995-12-31,87.10333333333334,200.15359552703663,1331132234.55758,6.5,7.339230769230769
1996-03-31,88.25,200.537099188744,1366102627.84769,5.966666666666666,7.272307692307692
1996-06-30,88.80666666666667,202.77395552199002,1382016839.34347,5.966666666666666,8.102307692307692
1996-09-30,89.17666666666666,224.177233406641,1386097789.57871,5.3,8.146923076923077
1996-12-31,89.98666666666666,203.49921626180767,1411981046.2627,5.266666666666667,7.703076923076923
1997-03-31,90.5,196.903529600138,1442725922.41186,4.433333333333334,7.7930769230769235
1997-06-30,91.34666666666664,146.23068612853734,1449857406.74064,4.566666666666666,7.926923076923076
1997-09-30,92.54,187.74885613001197,1477697086.39641,4.3,7.47
1997-12-31,93.54333333333334,206.69710875485467,1528147926.21466,4.2,7.205384615384616
1998-03-31,94.11666666666667,218.35500564276035,1518961741.8170302,4.0,7.050000000000001
1998-06-30,95.13,220.14867411288,1551196371.68793,3.9,7.0976923076923075
1998-09-30,96.24,245.45083100490197,1541237442.86088,4.066666666666666,6.872307692307692
1998-12-31,96.64,232.40379016013097,1579766916.11026,3.766666666666667,6.764285714285714
