,hpi,perm,wage,supply,mr
1990-03-31,57.34333333333333,11.919219286508936,191554381.326886,7.466666666666666,10.131538461538462
1990-06-30,57.89666666666667,14.491437461587866,196812697.721373,8.133333333333333,10.323846153846155
1990-09-30,58.03333333333333,17.211733884713727,199727160.078908,8.133333333333333,10.103076923076923
1990-12-31,58.053333333333335,9.118155881921071,201936933.537776,8.466666666666667,9.95923076923077
1991-03-31,57.95,10.703928367971956,204730404.021809,8.200000000000001,9.500769230769231
1991-06-30,58.10333333333333,13.086451922701,204742982.82418895,7.1000000000000005,9.522307692307693
1991-09-30,58.923333333333325,12.711759646827767,205801253.88422,7.1000000000000005,9.273076923076923
1991-12-31,59.93666666666667,27.687520161222366,203525773.809366,6.366666666666667,8.69
1992-03-31,61.00666666666666,12.747470986331344,212229131.300605,5.3999999999999995,8.688461538461539
1992-06-30,61.31666666666666,17.9308149416157,213028252.211249,5.8999999999999995,8.677692307692308
1992-09-30,61.79333333333333,19.541837722589833,212353381.008749,5.166666666666667,8.017692307692307
1992-12-31,62.96666666666667,21.648470497532568,215563326.578492,5.166666666666667,8.192142857142857
1993-03-31,63.89000000000001,22.7319698012944,213892149.30361,5.366666666666667,7.723333333333334
1993-06-30,64.31333333333333,23.1471165246467,221390898.095779,5.066666666666666,7.453076923076923
1993-09-30,65.81333333333333,34.06444369724067,227261224.724079,5.233333333333333,7.087692307692308
1993-12-31,67.68333333333334,35.55494096511166,236506740.59884903,4.766666666666667,7.046428571428572
1994-03-31,69.29333333333334,42.8884302582141,229432150.007924,5.233333333333333,7.295833333333333
1994-06-30,71.19,50.29381842012194,238913461.788692,5.566666666666666,8.427692307692308
1994-09-30,73.11,46.856618108215436,250652873.81294,6.133333333333333,8.594285714285714
1994-12-31,74.79333333333334,58.599379202654035,256263112.99095,6.166666666666667,9.105384615384615
1995-03-31,76.58333333333333,61.920583960938366,266251289.84641495,6.966666666666666,8.785384615384617
1995-06-30,78.87,64.56863725490086,259135829.96215495,6.266666666666667,7.917692307692307
1995-09-30,80.88333333333334,69.1235667112477,263046915.483902,6.0,7.696153846153846
1995-12-31,82.48666666666666,81.40183343306136,264219745.951086,6.5,7.339230769230769
1996-03-31,84.05333333333334,65.53299385180887,272539925.310715,5.966666666666666,7.272307692307692
1996-06-30,85.74333333333334,76.96655698478507,278417982.507693,5.966666666666666,8.102307692307692
1996-09-30,86.85333333333334,67.42879369754456,278176412.42765,5.3,8.146923076923077
1996-12-31,88.16333333333334,81.33083525993,285765154.209382,5.266666666666667,7.703076923076923
1997-03-31,89.48333333333333,87.14319584808668,327524836.490754,4.433333333333334,7.7930769230769235
1997-06-30,90.14666666666666,81.56856336260957,299701885.74301803,4.566666666666666,7.926923076923076
1997-09-30,90.31666666666666,78.32619818614569,306278986.962902,4.3,7.47
1997-12-31,90.79333333333334,82.23220331859767,313445947.420191,4.2,7.205384615384616
1998-03-31,92.66333333333334,89.06070767225926,314013262.76229703,4.0,7.050000000000001
