,hpi,perm,wage,supply,mr
1990-03-31,53.06666666666666,,155725938.949835,7.466666666666666,10.131538461538462
1990-06-30,54.3,,161250783.984955,8.133333333333333,10.323846153846155
1990-09-30,55.25,,163305463.373587,8.133333333333333,10.103076923076923
1990-12-31,54.803333333333335,,165484608.999217,8.466666666666667,9.95923076923077
1991-03-31,57.11333333333334,,167543341.19113898,8.200000000000001,9.500769230769231
1991-06-30,57.99,,173836240.19366002,7.1000000000000005,9.522307692307693
1991-09-30,57.586666666666666,,171527664.499645,7.1000000000000005,9.273076923076923
1991-12-31,59.16,,177766165.072277,6.366666666666667,8.69
1992-03-31,59.24333333333333,,189299562.655322,5.3999999999999995,8.688461538461539
1992-06-30,59.49666666666667,,184557697.833571,5.8999999999999995,8.677692307692308
1992-09-30,60.13666666666666,,187399284.71472,5.166666666666667,8.017692307692307
1992-12-31,61.45666666666667,,198995856.46917295,5.166666666666667,8.192142857142857
1993-03-31,63.09333333333333,,189048873.62338,5.366666666666667,7.723333333333334
1993-06-30,65.61666666666667,,198994982.415294,5.066666666666666,7.453076923076923
1993-09-30,67.83666666666666,,203391024.060742,5.233333333333333,7.087692307692308
1993-12-31,70.20333333333333,,207965450.717072,4.766666666666667,7.046428571428572
1994-03-31,72.56666666666666,,201109228.821953,5.233333333333333,7.295833333333333
1994-06-30,74.80666666666667,,211066427.398495,5.566666666666666,8.427692307692308
1994-09-30,76.78000000000002,,217898294.916253,6.133333333333333,8.594285714285714
1994-12-31,78.34333333333333,,215675378.842904,6.166666666666667,9.105384615384615
1995-03-31,80.24,,225614475.17565,6.966666666666666,8.785384615384617
1995-06-30,80.17666666666666,,224086656.14272404,6.266666666666667,7.917692307692307
1995-09-30,82.13666666666666,,231306075.20439,6.0,7.696153846153846
1995-12-31,83.67666666666666,,230140363.282342,6.5,7.339230769230769
1996-03-31,84.24,74.66666666666667,240370867.718526,5.966666666666666,7.272307692307692
