,hpi,perm,wage,supply,mr
1990-03-31,65.06,171.03695184860032,1246160775.38537,7.466666666666666,10.131538461538462
1990-06-30,66.08,137.637331626977,1266259903.18267,8.133333333333333,10.323846153846155
1990-09-30,66.73666666666666,135.00949669899634,1286068661.09126,8.133333333333333,10.103076923076923
1990-12-31,67.56666666666666,115.65588144043033,1293815705.7374198,8.466666666666667,9.95923076923077
1991-03-31,67.97666666666667,129.46604250754592,1314035881.88203,8.200000000000001,9.500769230769231
1991-06-30,68.41666666666667,153.45830651375135,1337202572.77229,7.1000000000000005,9.522307692307693
1991-09-30,69.03,180.02408718220397,1346324407.19522,7.1000000000000005,9.273076923076923
1991-12-31,70.19333333333334,146.08884294319168,1358146032.58317,6.366666666666667,8.69
1992-03-31,70.32000000000001,254.182496855202,1410778394.3414302,5.3999999999999995,8.688461538461539
1992-06-30,70.89333333333333,169.24703389288334,1423128332.1832,5.8999999999999995,8.677692307692308
1992-09-30,71.48333333333333,155.044061114171,1435374006.80577,5.166666666666667,8.017692307692307
1992-12-31,72.49000000000001,162.62117159603065,1509838195.21113,5.166666666666667,8.192142857142857
1993-03-31,73.25,156.56324134653468,1436444237.12215,5.366666666666667,7.723333333333334
1993-06-30,73.66000000000001,190.47033641961502,1496225791.3829,5.066666666666666,7.453076923076923
1993-09-30,75.16333333333334,185.54933817428332,1538739852.4107,5.233333333333333,7.087692307692308
1993-12-31,76.26666666666667,217.44868216636334,1595161409.50745,4.766666666666667,7.046428571428572
1994-03-31,77.81666666666666,201.19264294254336,1547633315.52735,5.233333333333333,7.295833333333333
1994-06-30,79.83666666666666,182.85114138543335,1608087657.50289,5.566666666666666,8.427692307692308
1994-09-30,81.01333333333334,164.61819791317268,1662955550.39979,6.133333333333333,8.594285714285714
1994-12-31,81.12333333333333,195.615050049472,1637927656.28682,6.166666666666667,9.105384615384615
1995-03-31,81.39333333333333,144.41063559966634,1694805907.7543302,6.966666666666666,8.785384615384617
1995-06-30,80.41333333333334,153.62606468123235,1711144360.07225,6.266666666666667,7.917692307692307
1995-09-30,80.89,199.69527091908034,1744532478.94022,6.0,7.696153846153846
1995-12-31,81.06666666666666,218.00065286201934,1762966874.6697602,6.5,7.339230769230769
1996-03-31,81.28333333333333,229.87238713827034,1823130796.6853304,5.966666666666666,7.272307692307692
1996-06-30,83.56333333333333,198.93792286178598,1833988397.83233,5.966666666666666,8.102307692307692
1996-09-30,84.93333333333334,179.43952272207434,1840053398.4745896,5.3,8.146923076923077
1996-12-31,85.79,167.13072563100033,1878935073.18937,5.266666666666667,7.703076923076923
