,hpi,perm,wage,supply,mr
1990-03-31,74.10000000000001,372.17551656251635,5768110584.563789,7.466666666666666,10.131538461538462
1990-06-30,75.72333333333334,329.464071953376,5889907961.81007,8.133333333333333,10.323846153846155
1990-09-30,76.8,296.92862467265866,5914617123.27667,8.133333333333333,10.103076923076923
1990-12-31,78.20666666666666,299.5411598589014,5934031259.801271,8.466666666666667,9.95923076923077
1991-03-31,78.59666666666666,255.14208465695137,5991184059.6819,8.200000000000001,9.500769230769231
1991-06-30,79.26,324.91902710272734,6073466947.62026,7.1000000000000005,9.522307692307693
1991-09-30,80.39333333333333,338.20246505131496,6110753451.83325,7.1000000000000005,9.273076923076923
1991-12-31,80.92,334.399243833751,6114554069.62363,6.366666666666667,8.69
1992-03-31,81.64999999999999,374.0211648047857,6332802914.13881,5.3999999999999995,8.688461538461539
1992-06-30,82.96999999999998,367.5037705089083,6387954692.017139,5.8999999999999995,8.677692307692308
1992-09-30,83.32666666666667,355.68997418395173,6442484341.840529,5.166666666666667,8.017692307692307
1992-12-31,84.12,371.8994884111603,6713775384.30601,5.166666666666667,8.192142857142857
1993-03-31,85.65666666666668,447.2226419413157,6373678796.20263,5.366666666666667,7.723333333333334
1993-06-30,85.69333333333334,441.037008422616,6617020331.221661,5.066666666666666,7.453076923076923
1993-09-30,86.20666666666666,480.93270341704937,6723256511.65625,5.233333333333333,7.087692307692308
1993-12-31,87.77999999999999,541.3346470262394,6920761959.84107,4.766666666666667,7.046428571428572
1994-03-31,89.2,440.40204758768635,6681078820.29946,5.233333333333333,7.295833333333333
1994-06-30,89.86,539.934487483635,6813343399.658521,5.566666666666666,8.427692307692308
1994-09-30,90.5,525.0555061680724,7084195616.159821,6.133333333333333,8.594285714285714
1994-12-31,89.37333333333333,472.02736204471836,6977983497.93672,6.166666666666667,9.105384615384615
1995-03-31,89.36333333333333,405.616224311724,7139415911.15197,6.966666666666666,8.785384615384617
1995-06-30,89.00666666666666,415.04247024585766,7168267216.32582,6.266666666666667,7.917692307692307
1995-09-30,89.25999999999999,433.72558787542766,7203054518.33164,6.0,7.696153846153846
1995-12-31,89.88,407.45945548243805,7272817982.13937,6.5,7.339230769230769
1996-03-31,89.86333333333334,363.8695947315833,7477427530.35298,5.966666666666666,7.272307692307692
1996-06-30,90.38,427.95727233898106,7481281321.031771,5.966666666666666,8.102307692307692
1996-09-30,90.64666666666666,411.970534582822,7457988010.8261795,5.3,8.146923076923077
1996-12-31,91.05,412.7124426197353,7652562205.47437,5.266666666666667,7.703076923076923
